2023-09-24 17:58:26,469.bbq_producer.INFO ==================================================
2023-09-24 17:58:26,470.bbq_producer.INFO Today is 2023-09-24 at 05:58 PM
2023-09-24 17:58:26,498.bbq_producer.INFO Running on: nt Windows 10
2023-09-24 17:58:26,541.bbq_producer.INFO Python version:  3.10.9
2023-09-24 17:58:26,548.bbq_producer.INFO Python path: C:\Users\amaar\anaconda3
2023-09-24 17:58:26,565.bbq_producer.INFO Working dir: C:\Users\amaar\OneDrive\Desktop\NW\Data Streaming\streaming-05-smart-smoker-1
2023-09-24 17:58:26,577.bbq_producer.INFO ==================================================
2023-09-24 17:58:36,447.bbq_producer.INFO Seeing if you want to monitor RabbitMQ queues
2023-09-24 17:58:36,850.bbq_producer.INFO Answer is y.
2023-09-24 17:58:37,254.bbq_producer.INFO Skipping header row
2023-09-24 18:28:21,233.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '') to 02-food-A
2023-09-24 18:28:21,260.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '') to 02-food-B
2023-09-24 18:28:51,266.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '154.5') to 01-smoker
2023-09-24 18:28:51,268.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '') to 02-food-A
2023-09-24 18:28:51,271.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '') to 02-food-B
2023-09-24 18:29:21,294.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '155.6') to 01-smoker
2023-09-24 18:29:21,300.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '') to 02-food-A
2023-09-24 18:29:21,303.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '') to 02-food-B
2023-09-24 18:29:51,318.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '155.6') to 01-smoker
2023-09-24 18:29:51,320.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '') to 02-food-A
2023-09-24 18:29:51,322.bbq_producer.INFO  [x] Sent ('5/22/2021 12:59', '') to 02-food-B
2023-09-24 18:30:21,336.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '156.5') to 01-smoker
2023-09-24 18:30:21,338.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '') to 02-food-A
2023-09-24 18:30:21,339.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '') to 02-food-B
2023-09-24 18:30:51,351.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '156.5') to 01-smoker
2023-09-24 18:30:51,353.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '') to 02-food-A
2023-09-24 18:30:51,355.bbq_producer.INFO  [x] Sent ('5/22/2021 13:00', '') to 02-food-B
2023-09-24 18:31:21,381.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '157.8') to 01-smoker
2023-09-24 18:31:21,445.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '') to 02-food-A
2023-09-24 18:31:21,544.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '') to 02-food-B
2023-09-24 18:31:51,617.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '157.8') to 01-smoker
2023-09-24 18:31:51,619.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '') to 02-food-A
2023-09-24 18:31:51,621.bbq_producer.INFO  [x] Sent ('5/22/2021 13:01', '') to 02-food-B
2023-09-24 18:32:21,630.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '158.8') to 01-smoker
2023-09-24 18:32:21,632.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '') to 02-food-A
2023-09-24 18:32:21,634.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '') to 02-food-B
2023-09-24 18:32:51,649.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '158.8') to 01-smoker
2023-09-24 18:32:51,652.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '') to 02-food-A
2023-09-24 18:32:51,653.bbq_producer.INFO  [x] Sent ('5/22/2021 13:02', '') to 02-food-B
2023-09-24 18:33:21,718.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '159.9') to 01-smoker
2023-09-24 18:33:21,742.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '') to 02-food-A
2023-09-24 18:33:21,743.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '') to 02-food-B
2023-09-24 18:33:51,790.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '159.9') to 01-smoker
2023-09-24 18:33:51,830.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '') to 02-food-A
2023-09-24 18:33:51,864.bbq_producer.INFO  [x] Sent ('5/22/2021 13:03', '') to 02-food-B
2023-09-24 18:34:21,895.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '160.7') to 01-smoker
2023-09-24 18:34:21,899.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '') to 02-food-A
2023-09-24 18:34:21,903.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '') to 02-food-B
2023-09-24 18:34:51,922.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '160.7') to 01-smoker
2023-09-24 18:34:51,924.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '') to 02-food-A
2023-09-24 18:34:51,925.bbq_producer.INFO  [x] Sent ('5/22/2021 13:04', '') to 02-food-B
2023-09-24 18:35:21,950.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '161.9') to 01-smoker
2023-09-24 18:35:22,029.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '') to 02-food-A
2023-09-24 18:35:22,073.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '') to 02-food-B
2023-09-24 18:35:52,226.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '161.9') to 01-smoker
2023-09-24 18:35:52,243.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '') to 02-food-A
2023-09-24 18:35:52,256.bbq_producer.INFO  [x] Sent ('5/22/2021 13:05', '') to 02-food-B
2023-09-24 18:36:22,278.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '163.1') to 01-smoker
2023-09-24 18:36:22,307.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '') to 02-food-A
2023-09-24 18:36:22,320.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '') to 02-food-B
2023-09-24 18:36:52,351.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '163.1') to 01-smoker
2023-09-24 18:36:52,353.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '') to 02-food-A
2023-09-24 18:36:52,354.bbq_producer.INFO  [x] Sent ('5/22/2021 13:06', '') to 02-food-B
2023-09-24 18:37:22,373.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '164.3') to 01-smoker
2023-09-24 18:37:22,408.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '') to 02-food-A
2023-09-24 18:37:22,439.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '') to 02-food-B
2023-09-24 18:37:52,504.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '164.3') to 01-smoker
2023-09-24 18:37:52,512.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '') to 02-food-A
2023-09-24 18:37:52,553.bbq_producer.INFO  [x] Sent ('5/22/2021 13:07', '') to 02-food-B
2023-09-24 18:41:55,405.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '165.6') to 01-smoker
2023-09-24 18:41:55,516.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '') to 02-food-A
2023-09-24 18:41:55,575.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '') to 02-food-B
2023-09-24 18:42:25,763.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '165.6') to 01-smoker
2023-09-24 18:42:25,869.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '') to 02-food-A
2023-09-24 18:42:25,882.bbq_producer.INFO  [x] Sent ('5/22/2021 13:08', '') to 02-food-B
2023-09-24 18:42:55,961.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '166.7') to 01-smoker
2023-09-24 18:42:55,967.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '') to 02-food-A
2023-09-24 18:42:56,076.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '') to 02-food-B
2023-09-24 18:43:26,303.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '166.7') to 01-smoker
2023-09-24 18:43:26,349.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '') to 02-food-A
2023-09-24 18:43:26,533.bbq_producer.INFO  [x] Sent ('5/22/2021 13:09', '') to 02-food-B
2023-09-24 18:43:56,646.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '167.8') to 01-smoker
2023-09-24 18:43:56,648.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '') to 02-food-A
2023-09-24 18:43:56,654.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '') to 02-food-B
2023-09-24 18:44:26,722.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '167.8') to 01-smoker
2023-09-24 18:44:26,757.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '') to 02-food-A
2023-09-24 18:44:26,860.bbq_producer.INFO  [x] Sent ('5/22/2021 13:10', '') to 02-food-B
2023-09-24 18:44:56,866.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '168.8') to 01-smoker
2023-09-24 18:44:56,931.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '') to 02-food-A
2023-09-24 18:44:56,934.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '') to 02-food-B
2023-09-24 18:45:26,968.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '168.8') to 01-smoker
2023-09-24 18:45:26,971.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '') to 02-food-A
2023-09-24 18:45:26,985.bbq_producer.INFO  [x] Sent ('5/22/2021 13:11', '') to 02-food-B
2023-09-24 18:45:57,203.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '170.2') to 01-smoker
2023-09-24 18:45:57,224.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '') to 02-food-A
2023-09-24 18:45:57,456.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '') to 02-food-B
2023-09-24 18:46:27,585.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '170.2') to 01-smoker
2023-09-24 18:46:27,706.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '') to 02-food-A
2023-09-24 18:46:27,832.bbq_producer.INFO  [x] Sent ('5/22/2021 13:12', '') to 02-food-B
2023-09-24 18:46:57,968.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '171.7') to 01-smoker
2023-09-24 18:46:58,095.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '') to 02-food-A
2023-09-24 18:46:58,157.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '') to 02-food-B
2023-09-24 18:47:28,331.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '171.7') to 01-smoker
2023-09-24 18:47:28,336.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '') to 02-food-A
2023-09-24 18:47:28,498.bbq_producer.INFO  [x] Sent ('5/22/2021 13:13', '') to 02-food-B
2023-09-24 18:47:58,674.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '173.3') to 01-smoker
2023-09-24 18:47:58,675.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '') to 02-food-A
2023-09-24 18:47:58,693.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '') to 02-food-B
2023-09-24 18:48:28,700.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '173.3') to 01-smoker
2023-09-24 18:48:28,702.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '') to 02-food-A
2023-09-24 18:48:28,703.bbq_producer.INFO  [x] Sent ('5/22/2021 13:14', '') to 02-food-B
2023-09-24 18:48:58,714.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '174.6') to 01-smoker
2023-09-24 18:48:58,754.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '') to 02-food-A
2023-09-24 18:48:58,769.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '') to 02-food-B
2023-09-24 18:49:28,864.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '174.6') to 01-smoker
2023-09-24 18:49:28,938.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '') to 02-food-A
2023-09-24 18:49:29,015.bbq_producer.INFO  [x] Sent ('5/22/2021 13:15', '') to 02-food-B
2023-09-24 18:49:59,176.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '175.5') to 01-smoker
2023-09-24 18:49:59,197.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '') to 02-food-A
2023-09-24 18:49:59,210.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '') to 02-food-B
2023-09-24 18:50:29,682.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '175.5') to 01-smoker
2023-09-24 18:50:29,812.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '') to 02-food-A
2023-09-24 18:50:29,891.bbq_producer.INFO  [x] Sent ('5/22/2021 13:16', '') to 02-food-B
2023-09-24 18:50:59,984.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '176.8') to 01-smoker
2023-09-24 18:50:59,987.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '') to 02-food-A
2023-09-24 18:50:59,989.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '') to 02-food-B
2023-09-24 18:51:30,043.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '176.8') to 01-smoker
2023-09-24 18:51:30,077.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '') to 02-food-A
2023-09-24 18:51:30,180.bbq_producer.INFO  [x] Sent ('5/22/2021 13:17', '') to 02-food-B
2023-09-24 18:52:00,236.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '177.8') to 01-smoker
2023-09-24 18:52:00,317.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '') to 02-food-A
2023-09-24 18:52:00,436.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '') to 02-food-B
2023-09-24 18:52:30,536.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '177.8') to 01-smoker
2023-09-24 18:52:30,640.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '') to 02-food-A
2023-09-24 18:52:30,694.bbq_producer.INFO  [x] Sent ('5/22/2021 13:18', '') to 02-food-B
2023-09-24 18:53:01,130.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '178.9') to 01-smoker
2023-09-24 18:53:01,357.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '') to 02-food-A
2023-09-24 18:53:01,371.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '') to 02-food-B
2023-09-24 18:53:31,615.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '178.9') to 01-smoker
2023-09-24 18:53:31,639.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '') to 02-food-A
2023-09-24 18:53:31,671.bbq_producer.INFO  [x] Sent ('5/22/2021 13:19', '') to 02-food-B
2023-09-24 18:54:01,803.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '180.3') to 01-smoker
2023-09-24 18:54:01,812.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '') to 02-food-A
2023-09-24 18:54:01,816.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '') to 02-food-B
2023-09-24 18:54:32,115.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '180.3') to 01-smoker
2023-09-24 18:54:32,133.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '') to 02-food-A
2023-09-24 18:54:32,138.bbq_producer.INFO  [x] Sent ('5/22/2021 13:20', '') to 02-food-B
2023-09-24 18:55:02,214.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '181.4') to 01-smoker
2023-09-24 18:55:02,219.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '') to 02-food-A
2023-09-24 18:55:02,232.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '') to 02-food-B
2023-09-24 18:55:32,297.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '181.4') to 01-smoker
2023-09-24 18:55:32,304.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '') to 02-food-A
2023-09-24 18:55:32,355.bbq_producer.INFO  [x] Sent ('5/22/2021 13:21', '') to 02-food-B
2023-09-24 18:56:02,369.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '182.6') to 01-smoker
2023-09-24 18:56:02,371.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '') to 02-food-A
2023-09-24 18:56:02,372.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '') to 02-food-B
2023-09-24 18:56:32,415.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '182.6') to 01-smoker
2023-09-24 18:56:32,422.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '') to 02-food-A
2023-09-24 18:56:32,427.bbq_producer.INFO  [x] Sent ('5/22/2021 13:22', '') to 02-food-B
2023-09-24 18:57:02,457.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '183.9') to 01-smoker
2023-09-24 18:57:02,463.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '') to 02-food-A
2023-09-24 18:57:02,467.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '') to 02-food-B
2023-09-24 18:57:32,956.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '183.9') to 01-smoker
2023-09-24 18:57:32,966.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '') to 02-food-A
2023-09-24 18:57:32,982.bbq_producer.INFO  [x] Sent ('5/22/2021 13:23', '') to 02-food-B
2023-09-24 18:58:03,115.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '184.8') to 01-smoker
2023-09-24 18:58:03,166.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '') to 02-food-A
2023-09-24 18:58:03,199.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '') to 02-food-B
2023-09-24 18:58:33,405.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '184.8') to 01-smoker
2023-09-24 18:58:33,423.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '') to 02-food-A
2023-09-24 18:58:33,432.bbq_producer.INFO  [x] Sent ('5/22/2021 13:24', '') to 02-food-B
2023-09-24 18:59:03,828.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '186') to 01-smoker
2023-09-24 18:59:03,985.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '') to 02-food-A
2023-09-24 18:59:04,019.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '') to 02-food-B
2023-09-24 18:59:34,103.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '186') to 01-smoker
2023-09-24 18:59:34,104.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '') to 02-food-A
2023-09-24 18:59:34,105.bbq_producer.INFO  [x] Sent ('5/22/2021 13:25', '') to 02-food-B
2023-09-24 19:00:04,214.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '187.1') to 01-smoker
2023-09-24 19:00:04,411.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '') to 02-food-A
2023-09-24 19:00:04,559.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '') to 02-food-B
2023-09-24 19:00:34,703.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '187.1') to 01-smoker
2023-09-24 19:00:34,705.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '') to 02-food-A
2023-09-24 19:00:34,706.bbq_producer.INFO  [x] Sent ('5/22/2021 13:26', '') to 02-food-B
2023-09-24 19:01:04,777.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '211.9') to 01-smoker
2023-09-24 19:01:04,809.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '') to 02-food-A
2023-09-24 19:01:04,876.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '') to 02-food-B
2023-09-24 19:01:35,073.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '211.9') to 01-smoker
2023-09-24 19:01:35,175.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '') to 02-food-A
2023-09-24 19:01:35,191.bbq_producer.INFO  [x] Sent ('5/22/2021 13:27', '') to 02-food-B
2023-09-24 19:02:05,320.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '215.3') to 01-smoker
2023-09-24 19:02:05,330.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '') to 02-food-A
2023-09-24 19:02:05,345.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '') to 02-food-B
2023-09-24 19:02:35,439.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '215.3') to 01-smoker
2023-09-24 19:02:35,609.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '') to 02-food-A
2023-09-24 19:02:35,711.bbq_producer.INFO  [x] Sent ('5/22/2021 13:28', '') to 02-food-B
2023-09-24 19:03:05,843.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '217') to 01-smoker
2023-09-24 19:03:05,855.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '') to 02-food-A
2023-09-24 19:03:05,883.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '') to 02-food-B
2023-09-24 19:03:35,978.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '217') to 01-smoker
2023-09-24 19:03:36,082.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '') to 02-food-A
2023-09-24 19:03:36,138.bbq_producer.INFO  [x] Sent ('5/22/2021 13:29', '') to 02-food-B
